id,nombre,presentacion,unidad,categoria,tipo_origen
g78,MANGO TENSIOMETRO 38CM-50CM,,un,M,Descartables
g79,MANGO TENSIOMETRO 35CM-45CM,,un,M,Descartables
g80,MANGO TENSIOMETRO 13CM-21CM,,un,M,Descartables
g81,MANGO TENSIOMETRO 7CM-13CM,,un,M,Descartables
g82,MANGO TENSIOMETRO 8CM-4CM,,un,M,Descartables
g83,"MANGO TENSIOMETRO 5CM-3,5CM",,un,M,Descartables
g84,DESPRESURIZADOR,,un,D,Descartables
g85,NEBULIZADORES PORTATILES,,un,N,Descartables
g86,FERULAS,,un,F,Descartables
g87,MANOMETROS DE AIRE,,un,M,Descartables
g88,MANOMETROS DE OXIGENO,,un,M,Descartables
g89,FLUMITER DE OXIGENO,,un,F,Descartables
g90,FRASCO DE ASPIRACION,,un,F,Descartables
