id,nombre,unidad,categoria,tipo,stock_actual
c1990,SUTURA PROLENE 2 TRAUMA 75MM,un,Suturas,descartables,36
c394,SUTURA PROLENE 1,un,Suturas,descartables,28
c361,SUTURA PROLENE 2/0,un,Suturas,descartables,7
c376,SUTURA PROLENE 3/0 PUNTA REDONDA,un,Suturas,descartables,79
c1962,SUTURA PROLENE 3/0 PUNTA TRIANGULAR,un,Suturas,descartables,30
c1923,SUTURA PROLENE 4/0 PUNTA REDONDA,un,Suturas,descartables,0
c378,SUTURA PROLENE 4/0 PUNTA TRIANGULAR,un,Suturas,descartables,37
c10157,SUTURA PROLENE 5/0,un,Suturas,descartables,24
c10104,SUTURA PROLENE 6/0,un,Suturas,descartables,9
c1677,SUTURA REABSORVIBLE V-LOC 180 0 30CM,un,Suturas,descartables,9
c1678,SUTURA REABSORVIBLE V-LOC 180 3/0 V-20,un,Suturas,descartables,0
c10165,SUTURA SEDA 2/0 AGUJA REDONDA,un,Suturas,descartables,24
c226,SUTURA SEDA 3/0 AGUJA REDONDA,un,Suturas,descartables,82
c193,SUTURA SEDA 4/0 AGUJA REDONDA,un,Suturas,descartables,59
c379,SUTURA SEDA 5/0 AGUJA REDONDA,un,Suturas,descartables,56
c10166,SUTURA SEDA 6/0 AGUJA TRIANGULAR,un,Suturas,descartables,12
c358,SUTURA VICRYL 0 (GL-124 PTA REDONDA 26 MM),un,Suturas,descartables,945
c1741,SUTURA VICRYL 0 40MM (TRAUMATOLOGOS),un,Suturas,descartables,74
c809,SUTURA VICRYL 1 (CL-803 PTA REDONDA 40 MM),un,Suturas,descartables,0
c356,SUTURA VICRYL 2 (CL-937 PTA TRIANGULAR 40 MM),un,Suturas,descartables,336
c1546,SUTURA VICRYL 2 (PUNTA REDONDA 40 MM),un,Suturas,descartables,180
c359,SUTURA VICRYL 2/0 ( PUNTA REDONDA 26 MM),un,Suturas,descartables,1
c300,SUTURA VICRYL 3/0 ( PUNTA REDONDA 26 MM),un,Suturas,descartables,317
c1935,SUTURA VICRYL 3/0 ( PUNTA REDONDA 20 MM),un,Suturas,descartables,0
c1936,SUTURA VICRYL 3/0 ( PUNTA REDONDA 37 MM),un,Suturas,descartables,0
c10106,SUTURA VICRYL 4/0 ( PUNTA REDONDA 26 MM),un,Suturas,descartables,160
c354,SUTURA VICRYL 5/0 ( AGUJA 15 MM),un,Suturas,descartables,133
c353,SUTURA VICRYL 6/0,un,Suturas,descartables,74
c1883,SUTURA MULTIFILAMENTO 2-0 (PUNTA REDONDA 27 MM),un,Suturas,descartables,72
c1884,SUTURA MULTIFILAMENTO 3-0,un,Suturas,descartables,0
c428,ABBOCATH 14,un,A,descartables,53
c429,ABBOCATH 16,un,A,descartables,358
c10647,ABBOCATH 18,un,A,descartables,127
c1032,ABBOCATH 20,un,A,descartables,1604
c148,ABBOCATH 22,un,A,descartables,1040
c276,ABBOCATH 24,un,A,descartables,408
c1459,ACIDO ACETICO,un,A,descartables,12
g2,AGUA DE IRRIGACION X 1 LT (AGUA P/INYECTABLES),un,A,descartables,106
c287,AGUA DE IRRIGACION X 2 LT (AGUA P/INYECTABLES),un,A,descartables,205
c1061,AGUA DESTILADA AMP,un,A,descartables,130
c1669,AGUA OXIGENADA X 1 LTS,un,A,descartables,0
c430,AGUA OXIGENADA X 5 LTS,un,A,descartables,0
c10206,AGUJA 16/5,un,A,descartables,2599
c10207,AGUJA 25/8,un,A,descartables,1950
c1126,AGUJA 27 G PUNTA LAPIZ ESPINAL,un,A,descartables,410
c839,AGUJA 27 G PUNTA LAPIZ (EXTRA LARGA)ESPINAL,un,A,descartables,95
g3,AGUJA 30 G (OFTAMOLOGIA),un,A,descartables,100
c1056,AGUJA 40/12 (TROCAR),un,A,descartables,700
c117,AGUJA 40/8,un,A,descartables,715
c118,AGUJA 50/8,un,A,descartables,135
c1697,AGUJA CURVA 1/2 CIRCULO LANCEOLADA G 211/10,un,A,descartables,0
c1694,AGUJA CURVA 1/2 CIRCULO LANCEOLADA G 211/4,un,A,descartables,0
c1695,AGUJA CURVA 1/2 CIRCULO LANCEOLADA G 211/6,un,A,descartables,0
c1696,AGUJA CURVA 1/2 CIRCULO LANCEOLADA G 211/8,un,A,descartables,0
c433,AGUJA ESPINAL 19 G,un,A,descartables,61
c434,AGUJA ESPINAL 20 G,un,A,descartables,43
